Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
13270.0,2,1,590.0,4,1,2,412
13274.0,45,1,360.85,3,1,2,312
13275.0,19,2,238.86,3,2,1,321
13276.0,33,3,1300.98,3,3,3,333
13277.0,16,3,264.9,4,3,1,431
13278.0,35,3,893.12,3,3,3,333
13280.0,15,4,1494.87,4,3,3,433
13281.0,75,1,350.85,2,1,2,212
13282.0,42,1,181.05,3,1,1,311
13283.0,203,2,279.7,1,2,1,121
13285.0,236,2,655.47,1,2,2,122
13286.0,236,1,734.91,1,1,3,113
13287.0,239,3,781.59,1,3,3,133
13288.0,79,5,927.61,2,3,3,233
13289.0,359,1,307.95,1,1,2,112
13290.0,74,1,208.63,2,1,1,211
13291.0,50,10,2909.68,3,4,4,344
13292.0,51,3,415.57,3,3,2,332
13293.0,28,6,1192.94,3,4,3,343
13294.0,282,1,815.79,1,1,3,113
13295.0,12,3,900.77,4,3,3,433
13296.0,59,5,705.11,2,3,3,233
13297.0,21,3,2278.77,3,3,4,334
13299.0,59,2,1076.2,2,2,3,223
13300.0,24,2,913.62,3,2,3,323
13302.0,162,1,95.45,1,1,1,111
13303.0,36,1,61.72,3,1,1,311
13304.0,91,3,917.57,2,3,3,233
13305.0,8,7,1751.75,4,4,4,444
13306.0,66,1,53.65,2,1,1,211
13307.0,123,2,258.34,2,2,1,221
13308.0,232,1,284.86,1,1,1,111
13309.0,28,1,249.58,3,1,1,311
13310.0,16,2,409.17,4,2,2,422
13312.0,87,1,124.75,2,1,1,211
13313.0,115,7,1890.0,2,4,4,244
13315.0,325,1,310.26,1,1,2,112
13316.0,28,6,7207.89,3,4,4,344
13317.0,21,13,4212.411,3,4,4,344
13319.0,1,34,11236.95,4,4,4,444
13320.0,70,2,679.4,2,2,2,222
13324.0,64,8,3391.52,2,4,4,244
13326.0,68,1,281.76,2,1,1,211
13327.0,1,14,6251.71,4,4,4,444
13329.0,2,7,4323.97,4,4,4,444
13330.0,91,3,1655.17,2,3,3,233
13331.0,37,1,262.4,3,1,1,311
13333.0,47,3,1015.74,3,3,3,333
13334.0,172,2,2699.48,1,2,4,124
13337.0,182,1,1575.26,1,1,3,113
13338.0,177,3,1958.6,1,3,4,134
13340.0,53,5,11364.08,2,3,4,234
13346.0,98,6,299.4,2,4,1,241
13357.0,130,4,3196.11,2,3,4,234
13359.0,39,1,603.75,3,1,2,312
13360.0,67,4,1553.65,2,3,3,233
13361.0,108,2,1450.5,2,2,3,223
13362.0,14,3,2303.33,4,3,4,434
13363.0,45,1,731.36,3,1,3,313
13367.0,67,1,510.20000000000005,2,1,2,212
13368.0,50,2,498.1,3,2,2,322
13369.0,1,1,308.28000000000003,4,1,2,412
13370.0,7,1,754.87,4,1,3,413
13371.0,141,2,2297.66,1,2,4,124
13373.0,51,3,4274.94,3,3,4,334
13374.0,50,2,422.8,3,2,2,322
13375.0,80,1,1013.58,2,1,3,213
13377.0,32,2,1552.88,3,2,3,323
13380.0,68,1,62.4,2,1,1,211
13381.0,15,6,4585.06,4,4,4,444
13382.0,64,4,1164.59,2,3,3,233
13383.0,179,1,305.28000000000003,1,1,1,111
13384.0,26,4,2528.9,3,3,4,334
13386.0,50,2,835.46,3,2,3,323
13387.0,53,1,186.94,2,1,1,211
13388.0,239,1,508.55,1,1,2,112
13392.0,313,1,91.14,1,1,1,111
13393.0,219,4,1131.45,1,3,3,133
13394.0,15,11,4101.68,4,4,4,444
13395.0,36,2,872.51,3,2,3,323
13397.0,73,5,1647.74,2,3,3,233
13398.0,84,1,213.0,2,1,1,211
13399.0,100,3,275.4,2,3,1,231
13400.0,218,1,310.83,1,1,2,112
13402.0,8,3,913.9000000000001,4,3,3,433
13403.0,23,2,154.5,3,2,1,321
13405.0,117,3,641.36,2,3,2,232
13406.0,63,2,568.92,2,2,2,222
13407.0,214,3,2244.7,1,3,4,134
13408.0,7,46,23616.422,4,4,4,444
13410.0,29,4,1198.9,3,3,3,333
13412.0,256,1,487.34999999999997,1,1,2,112
13413.0,275,6,429.44,1,4,2,142
13414.0,99,3,1103.64,2,3,3,233
13415.0,108,4,784.17,2,3,3,233
13416.0,372,1,228.3,1,1,1,111
13417.0,183,4,1028.66,1,3,3,133
13418.0,8,15,6055.47,4,4,4,444
13421.0,42,6,2225.04,3,4,4,344
13423.0,64,1,217.03,2,1,1,211
13424.0,85,1,572.77,2,1,2,212
13425.0,144,2,1766.22,1,2,4,124
13426.0,18,12,4526.06,3,4,4,344
13427.0,113,3,423.93,2,3,2,232
13428.0,150,2,276.76,1,2,1,121
13431.0,42,6,2047.14,3,4,4,344
13432.0,207,2,439.1,1,2,2,122
13433.0,137,4,658.3199999999999,1,3,2,132
13434.0,21,3,1132.6200000000001,3,3,3,333
13435.0,12,2,637.44,4,2,2,422
13438.0,183,1,46.5,1,1,1,111
13439.0,24,2,702.9,3,2,3,323
13440.0,59,7,1295.25,2,4,3,243
13441.0,67,1,424.26,2,1,2,212
13442.0,303,3,419.87,1,3,2,132
13443.0,84,6,1273.16,2,4,3,243
13444.0,10,2,619.08,4,2,2,422
13445.0,262,1,241.89999999999998,1,1,1,111
13446.0,66,11,3881.89,2,4,4,244
13448.0,9,9,5655.2,4,4,4,444
13450.0,10,7,2076.32,4,4,4,444
13451.0,17,6,4191.8,4,4,4,444
13452.0,108,1,139.8,2,1,1,211
13453.0,38,1,424.71,3,1,2,312
13454.0,277,1,219.87,1,1,1,111
13455.0,2,5,1847.59,4,3,4,434
13457.0,324,2,148.22,1,2,1,121
13458.0,15,2,2312.7,4,2,4,424
13459.0,260,2,1160.4099999999999,1,2,3,123
13461.0,43,3,2715.0,3,3,4,334
13462.0,46,4,1002.35,3,3,3,333
13464.0,30,5,2422.96,3,3,4,334
13465.0,82,2,931.12,2,2,3,223
13466.0,44,4,705.45,3,3,3,333
13468.0,4,38,7670.54,4,4,4,444
13469.0,289,1,82.4,1,1,1,111
13472.0,99,2,592.24,2,2,2,222
13473.0,210,6,2235.12,1,4,4,144
13474.0,79,2,419.75,2,2,2,222
13476.0,42,3,823.0,3,3,3,333
13477.0,91,5,1364.59,2,3,3,233
13478.0,105,5,2215.78,2,3,4,234
13479.0,88,2,550.42,2,2,2,222
13480.0,52,2,627.82,3,2,2,322
13481.0,10,6,2026.28,4,4,4,444
13482.0,263,1,151.45,1,1,1,111
13484.0,19,2,476.92,3,2,2,322
13485.0,12,10,2564.98,4,4,4,444
13487.0,141,2,271.47,1,2,1,121
13488.0,3,11,6619.57,4,4,4,444
13490.0,290,1,154.25,1,1,1,111
13491.0,8,18,3350.7400000000002,4,4,4,444
13495.0,4,6,3329.39,4,4,4,444
13497.0,4,5,972.28,4,3,3,433
13498.0,366,1,327.38,1,1,2,112
13500.0,37,1,299.53,3,1,1,311
13501.0,122,2,1544.79,2,2,3,223
13502.0,51,2,488.5,3,2,2,322
13503.0,115,5,1642.39,2,3,3,233
13506.0,5,4,1180.68,4,3,3,433
13508.0,278,1,176.07999999999998,1,1,1,111
13509.0,143,1,135.0,1,1,1,111
13510.0,11,7,2766.73,4,4,4,444
13511.0,312,1,282.76,1,1,1,111
13512.0,23,3,462.18,3,3,2,332
13513.0,77,2,619.49,2,2,2,222
13514.0,64,3,663.7,2,3,2,232
13515.0,85,2,374.7,2,2,2,222
13516.0,53,1,295.85,2,1,1,211
13519.0,78,1,220.46,2,1,1,211
13520.0,7,6,3285.05,4,4,4,444
13523.0,2,2,1136.64,4,2,3,423
13526.0,374,2,1182.0,1,2,3,123
13527.0,54,5,2298.93,2,3,4,234
13530.0,270,1,402.97999999999996,1,1,2,112
13531.0,2,5,1254.72,4,3,3,433
13534.0,15,10,1850.82,4,4,4,444
13535.0,38,1,89.5,3,1,1,311
13537.0,61,2,717.85,2,2,3,223
13538.0,32,5,1822.28,3,3,4,334
13539.0,56,4,938.02,2,3,3,233
13540.0,103,3,632.39,2,3,2,232
13541.0,63,2,785.25,2,2,3,223
13542.0,12,17,3959.4900000000002,4,4,4,444
13543.0,270,2,1439.6100000000001,1,2,3,123
13544.0,47,4,514.14,3,3,2,332
13545.0,26,2,364.93,3,2,2,322
13546.0,18,2,465.15,3,2,2,322
13547.0,44,1,167.08,3,1,1,311
13548.0,107,1,223.28,2,1,1,211
13549.0,23,1,87.6,3,1,1,311
13550.0,19,1,342.55,3,1,2,312
13551.0,302,1,152.39999999999998,1,1,1,111
13552.0,64,10,3208.85,2,4,4,244
13553.0,310,1,499.6,1,1,2,112
13554.0,16,7,1629.35,4,4,3,443
13555.0,14,9,4792.96,4,4,4,444
13556.0,65,2,200.82,2,2,1,221
13557.0,51,11,2448.2,3,4,4,344
13559.0,148,2,990.0,1,2,3,123
13561.0,33,10,1661.54,3,4,3,343
13562.0,37,5,3038.85,3,3,4,334
13564.0,4,35,15310.35,4,4,4,444
13565.0,47,1,174.57999999999998,3,1,1,311
13566.0,70,3,831.76,2,3,3,233
13567.0,64,4,1079.29,2,3,3,233
13569.0,3,3,497.74,4,3,2,432
13571.0,18,14,2448.32,3,4,4,344
13573.0,15,4,614.27,4,3,2,432
13574.0,47,1,404.45,3,1,2,312
13576.0,9,11,4834.400000000001,4,4,4,444
13577.0,18,7,1801.68,3,4,4,344
13578.0,45,1,147.66,3,1,1,311
13579.0,5,4,1072.0,4,3,3,433
13580.0,42,1,107.75,3,1,1,311
13581.0,50,1,162.53,3,1,1,311
13582.0,25,2,241.68,3,2,1,321
13583.0,315,1,664.001,1,1,2,112
13584.0,134,2,243.3,2,2,1,221
13585.0,166,3,684.54,1,3,2,132
13586.0,177,1,127.28,1,1,1,111
13587.0,85,3,961.1,2,3,3,233
13589.0,85,4,741.09,2,3,3,233
13590.0,11,12,4354.12,4,4,4,444
13591.0,71,4,976.8100000000001,2,3,3,233
13593.0,23,9,3481.41,3,4,4,344
13594.0,121,1,136.35000000000002,2,1,1,211
13595.0,152,3,784.48,1,3,3,133
13597.0,36,2,396.71,3,2,2,322
13598.0,131,4,601.92,2,3,2,232
13599.0,2,14,5013.96,4,4,4,444
13600.0,270,1,298.9,1,1,1,111
13601.0,28,2,466.67,3,2,2,322
13602.0,17,3,596.28,4,3,2,432
13604.0,294,1,717.62,1,1,3,113
13605.0,23,2,522.67,3,2,2,322
13607.0,38,1,400.3,3,1,2,312
13608.0,176,1,232.05,1,1,1,111
13609.0,229,1,167.35,1,1,1,111
13610.0,23,7,1021.38,3,4,3,343
13611.0,10,7,2143.53,4,4,4,444
13612.0,268,1,818.29,1,1,3,113
13613.0,88,5,1039.8500000000001,2,3,3,233
13614.0,29,2,747.28,3,2,3,323
13615.0,35,7,5854.84,3,4,4,344
13616.0,204,2,283.85,1,2,1,121
13617.0,44,5,734.57,3,3,3,333
13619.0,180,2,224.94,1,2,1,121
13620.0,164,1,112.34,1,1,1,111
13622.0,332,1,658.95,1,1,2,112
13623.0,16,5,1805.32,4,3,4,434
13624.0,24,1,462.08,3,1,2,312
13625.0,232,1,301.26,1,1,1,111
13626.0,15,1,449.81,4,1,2,412
13627.0,124,2,607.43,2,2,2,222
13628.0,312,1,310.14,1,1,2,112
13629.0,49,8,5578.5,3,4,4,344
13632.0,30,3,1526.88,3,3,3,333
13634.0,10,11,3486.41,4,4,4,444
13635.0,78,3,1928.1299999999999,2,3,4,234
13639.0,72,1,312.93,2,1,2,212
13640.0,247,1,405.0,1,1,2,112
13641.0,276,5,1016.47,1,3,3,133
13642.0,68,3,159.92,2,3,1,231
13643.0,18,7,1637.33,3,4,3,343
13646.0,35,2,326.25,3,2,2,322
13647.0,130,4,1393.56,2,3,3,233
13648.0,36,8,1764.02,3,4,4,344
13649.0,2,5,1304.88,4,3,3,433
13650.0,10,4,1451.66,4,3,3,433
13651.0,17,1,132.65,4,1,1,411
13652.0,4,3,1475.77,4,3,3,433
13653.0,123,1,152.2,2,1,1,211
13654.0,16,5,3600.67,4,3,4,434
13655.0,10,4,1347.54,4,3,3,433
13656.0,135,2,699.2,2,2,2,222
13658.0,19,4,3386.33,3,3,4,334
13659.0,52,10,3321.68,3,4,4,344
13660.0,36,1,306.64,3,1,1,311
13661.0,239,1,325.24,1,1,2,112
13662.0,21,8,1352.35,3,4,3,343
13663.0,16,4,1858.04,4,3,4,434
13665.0,22,3,1711.6599999999999,3,3,3,333
13666.0,56,2,43.25,2,2,1,221
13668.0,19,14,6638.650000000001,3,4,4,344
13669.0,43,1,195.0,3,1,1,311
13671.0,30,1,172.6,3,1,1,311
13672.0,366,1,233.53000000000003,1,1,1,111
13674.0,68,1,240.68,2,1,1,211
13676.0,175,2,243.9,1,2,1,121
13677.0,40,2,551.24,3,2,2,322
13679.0,129,3,281.26,2,3,1,231
13680.0,107,8,7700.55,2,4,4,244
13683.0,93,1,258.6,2,1,1,211
13684.0,26,3,529.75,3,3,2,332
13686.0,16,2,337.04,4,2,2,422
13687.0,74,1,11880.84,2,1,4,214
13688.0,271,1,375.5,1,1,2,112
13689.0,80,1,349.5,2,1,2,212
13691.0,32,1,212.78,3,1,1,311
13692.0,44,2,1626.08,3,2,3,323
13693.0,10,9,2011.82,4,4,4,444
13694.0,9,94,131443.19,4,4,4,444
13695.0,213,1,266.6,1,1,1,111
13696.0,57,3,2020.4,2,3,4,234
13698.0,232,2,451.73,1,2,2,122
13699.0,186,1,455.57,1,1,2,112
13700.0,53,3,348.34,2,3,2,232
13701.0,82,1,161.0,2,1,1,211
13702.0,81,1,135.18,2,1,1,211
13703.0,51,1,326.06,3,1,2,312
13705.0,9,5,1323.47,4,3,3,433
13706.0,262,1,300.38,1,1,1,111
13707.0,65,3,2559.45,2,3,4,234
13709.0,82,5,1263.7,2,3,3,233
13710.0,59,2,329.04,2,2,2,222
13711.0,42,7,1540.2,3,4,3,343
13712.0,246,1,537.58,1,1,2,112
13713.0,44,3,740.76,3,3,3,333
13714.0,101,1,161.35,2,1,1,211
13715.0,8,13,7348.3,4,4,4,444
13717.0,93,2,318.29,2,2,2,222
13719.0,29,6,1741.4,3,4,4,344
13721.0,31,1,217.39999999999998,3,1,1,311
13722.0,56,7,3260.0,2,4,4,244
13723.0,28,5,994.23,3,3,3,333
13724.0,273,1,213.01,1,1,1,111
13727.0,247,6,740.6700000000001,1,4,3,143
13728.0,23,10,1839.03,3,4,4,344
13729.0,71,3,724.73,2,3,3,233
13733.0,46,2,487.03000000000003,3,2,2,322
13734.0,144,4,6695.6900000000005,1,3,4,134
13735.0,12,9,6879.2300000000005,4,4,4,444
13736.0,61,5,2022.67,2,3,4,234
13738.0,32,1,434.78000000000003,3,1,2,312
13739.0,163,1,75.3,1,1,1,111
13740.0,51,4,1232.02,3,3,3,333
13745.0,182,1,477.32,1,1,2,112
13746.0,49,1,176.69,3,1,1,311
13747.0,9,2,169.79999999999998,4,2,1,421
13748.0,9,5,1320.1,4,3,3,433
13750.0,16,6,1954.92,4,4,4,444
13752.0,163,1,404.45000000000005,1,1,2,112
13753.0,234,3,1353.31,1,3,3,133
13754.0,73,1,164.45000000000002,2,1,1,211
13756.0,3,10,3999.2300000000005,4,4,4,444
13757.0,310,1,195.55,1,1,1,111
13758.0,2,10,6226.43,4,4,4,444
13760.0,40,3,1076.85,3,3,3,333
13761.0,138,4,881.52,1,3,3,133
13762.0,229,4,2165.76,1,3,4,134
13763.0,53,2,3502.48,2,2,4,224
13764.0,205,3,1400.2,1,3,3,133
13765.0,289,1,352.821,1,1,2,112
13766.0,131,1,190.35,2,1,1,211
13767.0,5,39,18320.170000000002,4,4,4,444
13768.0,362,2,875.97,1,2,3,123
13769.0,3,11,3003.9100000000003,4,4,4,444
13770.0,58,4,785.37,2,3,3,233
13771.0,169,5,3094.37,1,3,4,134
13772.0,36,5,1977.39,3,3,4,334
13773.0,32,2,301.54,3,2,1,321
13775.0,226,1,1049.66,1,1,3,113
13776.0,64,2,623.98,2,2,2,222
13777.0,2,37,30501.260000000002,4,4,4,444
13778.0,127,3,945.79,2,3,3,233
13779.0,151,1,161.13,1,1,1,111
13780.0,43,1,372.06,3,1,2,312
13781.0,228,2,650.99,1,2,2,122
13782.0,89,7,877.22,2,4,3,243
13783.0,123,4,1542.09,2,3,3,233
13784.0,70,3,447.44,2,3,2,232
13785.0,64,4,542.49,2,3,2,232
13786.0,3,6,3127.99,4,4,4,444
13787.0,94,4,913.46,2,3,3,233
13788.0,141,1,3.75,1,1,1,111
13789.0,24,1,239.45999999999998,3,1,1,311
13792.0,58,1,188.4,2,1,1,211
13793.0,282,1,96.0,1,1,1,111
13794.0,182,1,126.03,1,1,1,111
13795.0,24,4,836.3,3,3,3,333
13796.0,135,1,289.7,2,1,1,211
13797.0,72,3,1179.45,2,3,3,233
13798.0,8,54,38683.02,4,4,4,444
13799.0,80,7,2114.71,2,4,4,244
13800.0,66,2,1121.24,2,2,3,223
13802.0,10,16,21659.69,4,4,4,444
13803.0,67,2,1061.84,2,2,3,223
13804.0,71,2,572.73,2,2,2,222
13807.0,3,3,422.2,4,3,2,432
13809.0,30,2,524.65,3,2,2,322
13813.0,163,4,1398.61,1,3,3,133
13814.0,163,1,678.2,1,1,2,112
13815.0,42,4,3448.38,3,3,4,334
13818.0,65,1,61.28,2,1,1,211
13819.0,305,3,1502.0,1,3,3,133
13820.0,54,3,652.75,2,3,2,232
13821.0,29,4,993.44,3,3,3,333
13823.0,16,5,2445.79,4,3,4,434
13824.0,15,7,1615.82,4,4,3,443
13825.0,257,2,255.59,1,2,1,121
13829.0,57,1,102.0,2,1,1,211
13830.0,217,1,156.85000000000002,1,1,1,111
13831.0,5,13,4795.09,4,4,4,444
13832.0,58,1,557.6899999999999,2,1,2,212
13833.0,40,1,316.56,3,1,2,312
13834.0,212,2,324.19,1,2,2,122
13835.0,155,3,260.7,1,3,1,131
13836.0,35,2,620.37,3,2,2,322
13838.0,5,7,1245.91,4,4,3,443
13839.0,122,1,139.95000000000002,2,1,1,211
13840.0,52,1,651.4,3,1,2,312
13842.0,2,10,2244.29,4,4,4,444
13843.0,17,1,319.75,4,1,2,412
13846.0,35,1,442.73,3,1,2,312
13847.0,355,1,310.72,1,1,2,112
13848.0,2,6,2080.0,4,4,4,444
13849.0,33,3,1931.35,3,3,4,334
13851.0,15,5,1955.0,4,3,4,434
13852.0,246,1,187.35000000000002,1,1,1,111
13854.0,1,15,4144.44,4,4,4,444
13855.0,136,4,1310.3400000000001,2,3,3,233
13856.0,99,8,753.53,2,4,3,243
13857.0,29,6,1001.01,3,4,3,343
13859.0,165,1,314.7,1,1,2,112
13861.0,65,2,273.26,2,2,1,221
13862.0,25,1,346.73,3,1,2,312
13863.0,101,3,933.77,2,3,3,233
13864.0,22,1,662.4000000000001,3,1,2,312
13869.0,17,6,4913.22,4,4,4,444
13870.0,23,7,2941.14,3,4,4,344
13871.0,64,4,1482.6,2,3,3,233
13872.0,163,3,919.57,1,3,3,133
13873.0,19,5,649.32,3,3,2,332
13874.0,140,6,1508.7,1,4,3,143
13875.0,23,9,3027.58,3,4,4,344
13877.0,106,2,332.44,2,2,2,222
13878.0,183,3,1145.33,1,3,3,133
13879.0,281,1,395.5,1,1,2,112
13880.0,3,5,1171.89,4,3,3,433
13881.0,11,23,28019.58,4,4,4,444
13883.0,39,10,3885.54,3,4,4,344
13884.0,12,5,1037.43,4,3,3,433
13888.0,40,5,1405.92,3,3,3,333
13889.0,18,5,1574.3300000000002,4,3,3,433
13890.0,10,4,1043.57,4,3,3,433
13891.0,14,3,859.21,4,3,3,433
13892.0,113,2,634.68,2,2,2,222
13895.0,151,2,1415.45,1,2,3,123
13896.0,261,1,388.55,1,1,2,112
13897.0,74,2,849.56,2,2,3,223
13898.0,47,1,530.47,3,1,2,312
13900.0,25,3,869.64,3,3,3,333
13901.0,10,10,2809.14,4,4,4,444
13902.0,268,5,34095.26,1,3,4,134
13903.0,36,1,165.45000000000002,3,1,1,311
13905.0,368,1,312.65,1,1,2,112
13906.0,45,1,42.0,3,1,1,311
13907.0,327,1,136.8,1,1,1,111
13909.0,59,2,282.85,2,2,1,221
13911.0,15,11,1654.08,4,4,3,443
13912.0,59,1,124.95,2,1,1,211
13913.0,142,1,42.22,1,1,1,111
13915.0,30,1,70.80000000000001,3,1,1,311
13916.0,99,4,1275.81,2,3,3,233
13919.0,60,2,975.87,2,2,3,223
13920.0,67,4,1774.68,2,3,4,234
13921.0,38,4,730.7,3,3,3,333
13922.0,73,2,692.95,2,2,2,222
13927.0,73,1,359.27,2,1,2,212
13929.0,52,9,2651.45,3,4,4,344
13931.0,28,9,4019.85,3,4,4,344
13935.0,232,3,6116.92,1,3,4,134
13936.0,18,2,563.08,4,2,2,422
13937.0,38,1,721.28,3,1,3,313
13939.0,67,4,992.41,2,3,3,233
13941.0,8,11,6009.34,4,4,4,444
13942.0,170,1,320.0,1,1,2,112
13943.0,213,1,246.54,1,1,1,111
13944.0,289,1,200.43,1,1,1,111
13945.0,30,2,854.15,3,2,3,323
13946.0,12,3,1314.66,4,3,3,433
13948.0,47,3,446.76,3,3,2,332
13952.0,16,12,9572.45,4,4,4,444
13953.0,45,5,3125.0,3,3,4,334
13955.0,11,1,221.10999999999999,4,1,1,411
13957.0,53,3,458.25,2,3,2,232
13958.0,15,8,4709.2300000000005,4,4,4,444
13959.0,35,3,470.73,3,3,2,332
13961.0,28,1,538.4,3,1,2,312
13962.0,71,1,193.25,2,1,1,211
13963.0,3,14,2347.33,4,4,4,444
13964.0,23,2,438.9,3,2,2,322
13965.0,112,3,996.61,2,3,3,233
13966.0,71,1,384.26,2,1,2,212
13967.0,32,1,85.6,3,1,1,311
13968.0,59,1,123.66,2,1,1,211
13969.0,1,18,4266.88,4,4,4,444
13970.0,22,2,846.55,3,2,3,323
13971.0,59,6,1909.31,2,4,4,244
13974.0,218,1,264.13,1,1,1,111
13975.0,29,6,2795.16,3,4,4,344
13976.0,142,3,834.38,1,3,3,133
13977.0,47,1,519.8100000000001,3,1,2,312
13979.0,29,6,2510.06,3,4,4,344
13980.0,75,4,568.68,2,3,2,232
13981.0,51,1,331.14,3,1,2,312
13982.0,1,6,2511.08,4,4,4,444
13983.0,2,10,4479.82,4,4,4,444
13984.0,2,8,1128.09,4,4,3,443
13985.0,10,7,2960.73,4,4,4,444
13987.0,15,2,682.54,4,2,2,422
13988.0,19,2,609.84,3,2,2,322
13989.0,100,3,759.98,2,3,3,233
13992.0,16,2,142.7,4,2,1,421
13993.0,15,10,3309.35,4,4,4,444
13995.0,15,9,2508.32,4,4,4,444
13996.0,22,2,895.76,3,2,3,323
13997.0,155,3,376.46,1,3,2,132
13998.0,82,3,566.7,2,3,2,232
13999.0,10,17,5600.45,4,4,4,444
14000.0,50,4,1410.68,3,3,3,333
14001.0,9,7,2487.01,4,4,4,444
14003.0,368,1,209.41,1,1,1,111
14004.0,29,4,1675.81,3,3,3,333
14006.0,164,4,1234.48,1,3,3,133
14007.0,148,1,79.48,1,1,1,111
14008.0,68,1,509.04,2,1,2,212
14009.0,98,1,404.3,2,1,2,212
14010.0,201,2,445.15,1,2,2,122
14011.0,116,2,457.82,2,2,2,222
14013.0,16,2,611.5500000000001,4,2,2,422
14014.0,12,2,1443.03,4,2,3,423
14016.0,32,7,7062.2,3,4,4,344
14017.0,207,1,229.75,1,1,1,111
14018.0,281,1,367.15000000000003,1,1,2,112
14020.0,112,2,606.21,2,2,2,222
14021.0,10,4,1084.68,4,3,3,433
14022.0,122,1,352.15000000000003,2,1,2,212
14024.0,26,1,318.04,3,1,2,312
14025.0,100,8,4057.9,2,4,4,244
14026.0,106,2,713.11,2,2,3,223
14028.0,186,3,10396.5,1,3,4,134
14030.0,2,14,5839.46,4,4,4,444
14031.0,1,27,23632.72,4,4,4,444
14032.0,2,6,1874.68,4,4,4,444
14033.0,191,1,109.44,1,1,1,111
14035.0,42,4,1366.73,3,3,3,333
14037.0,114,4,689.75,2,3,2,232
14038.0,33,2,1509.5,3,2,3,323
14039.0,211,1,115.08000000000001,1,1,1,111
14040.0,22,23,8963.49,3,4,4,344
14042.0,361,1,431.98,1,1,2,112
14043.0,127,2,302.6,2,2,1,221
14044.0,54,6,2431.28,2,4,4,244
14045.0,9,13,9653.279999999999,4,4,4,444
14047.0,8,10,2946.42,4,4,4,444
14048.0,18,2,338.76,4,2,2,422
14049.0,23,9,7444.68,3,4,4,344
14051.0,2,15,6784.01,4,4,4,444
14052.0,26,1,241.3,3,1,1,311
14053.0,33,2,312.05,3,2,2,322
14055.0,213,2,795.3199999999999,1,2,3,123
14057.0,17,5,2135.0,4,3,4,434
14058.0,98,2,469.19,2,2,2,222
14060.0,2,13,3378.66,4,4,4,444
14061.0,143,3,917.4300000000001,1,3,3,133
14062.0,10,12,15120.800000000001,4,4,4,444
14063.0,74,9,22710.2,2,4,4,244
14064.0,66,10,1925.9,2,4,4,244
14065.0,25,3,891.02,3,3,3,333
14068.0,239,3,1250.8700000000001,1,3,3,133
14069.0,150,2,225.81,1,2,1,121
14070.0,320,1,321.6,1,1,2,112
14072.0,302,1,390.85,1,1,2,112
14074.0,259,1,219.39999999999998,1,1,1,111
14075.0,39,3,792.61,3,3,3,333
14077.0,31,1,115.66,3,1,1,311
14078.0,9,4,640.34,4,3,2,432
14079.0,318,1,243.63,1,1,1,111
14080.0,49,4,1070.08,3,3,3,333
14081.0,5,9,4369.47,4,4,4,444
14082.0,28,1,231.10999999999999,3,1,1,311
14083.0,7,3,373.3,4,3,2,432
14084.0,148,1,150.5,1,1,1,111
14085.0,4,16,5607.43,4,4,4,444
14086.0,98,1,39.95,2,1,1,211
14087.0,40,2,638.0,3,2,2,322
14088.0,42,3,13544.99,3,3,4,334
14091.0,290,2,9530.08,1,2,4,124
14092.0,10,10,3152.54,4,4,4,444
14094.0,75,1,311.77,2,1,2,212
14095.0,358,1,2.95,1,1,1,111
14097.0,117,2,422.85999999999996,2,2,2,222
14099.0,11,9,2646.7400000000002,4,4,4,444
14101.0,24,7,3985.14,3,4,4,344
14104.0,25,3,527.3199999999999,3,3,2,332
14105.0,44,4,4722.6,3,3,4,334
14106.0,373,1,214.79999999999998,1,1,1,111
14107.0,84,4,2174.07,2,3,4,234
14108.0,367,2,447.05,1,2,2,122
14110.0,71,21,7304.8,2,4,4,244
14112.0,87,6,2919.44,2,4,4,244
14113.0,11,12,5252.1900000000005,4,4,4,444
14114.0,31,5,977.5600000000001,3,3,3,333
14115.0,137,2,622.6700000000001,1,2,2,122
14118.0,64,1,458.45,2,1,2,212
14119.0,11,2,183.37,4,2,1,421
14122.0,42,3,362.42,3,3,2,332
14123.0,369,1,436.18,1,1,2,112
14126.0,80,1,466.33000000000004,2,1,2,212
14127.0,16,3,1190.3700000000001,4,3,3,433
14128.0,187,1,286.71,1,1,1,111
14129.0,35,4,1467.48,3,3,3,333
14130.0,11,3,1377.86,4,3,3,433
14131.0,284,1,168.22,1,1,1,111
14133.0,369,1,305.5,1,1,1,111
14134.0,18,15,11123.35,4,4,4,444
14135.0,3,11,4953.61,4,4,4,444
14136.0,36,5,1570.81,3,3,3,333
14137.0,331,1,332.7,1,1,2,112
14139.0,126,3,670.98,2,3,2,232
14142.0,9,2,671.34,4,2,2,422
14144.0,122,1,30.599999999999998,2,1,1,211
14145.0,95,3,3857.85,2,3,4,234
14146.0,19,7,5259.3,3,4,4,344
14147.0,24,7,2106.8,3,4,4,344
14148.0,50,1,309.09000000000003,3,1,2,312
14151.0,309,2,679.45,1,2,2,122
14152.0,23,5,1376.05,3,3,3,333
14153.0,119,1,233.4,2,1,1,211
14154.0,17,6,5115.08,4,4,4,444
14156.0,7,102,196549.74,4,4,4,444
14157.0,25,3,553.8000000000001,3,3,2,332
14159.0,15,9,3230.45,4,4,4,444
14160.0,246,7,8421.47,1,4,4,144
14161.0,5,5,2182.46,4,3,4,434
14163.0,98,1,148.71,2,1,1,211
